0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
0.450221,0.419918,0.376717,0.356553,0.29913,0.389992,0.309288,0.400558,0.387735,0.376522,0.111327,0.308832,0.266702,0.334451,0.295321,0.547893,0.578867,0.509764,0.458014,0.424599,0.492847,0.413208,0.510518,0.491028,0.497186,0.189594,0.481963,0.409918,0.440748,0.41488,0.375452,0.324385,0.256515,0.324831,0.345096,0.381279,0.26873,0.290528,0.371657,0.365264,0.152736,0.365094,0.317532,0.360462,0.339185,0.580418,0.578719,0.496342,0.578767,0.558306,0.626743,0.492835,0.546634,0.557326,0.577762,0.299246,0.612283,0.517285,0.598331,0.546226,0.39558,0.425674,0.427819,0.39246,0.220815,0.359934,0.286944,0.399886,0.321776,0.306231,0.091904,0.296181,0.176058,0.320094,0.213128,0.507308,0.570043,0.549274,0.477711,0.367781,0.462795,0.369716,0.491487,0.426369,0.43141,0.175107,0.470326,0.317516,0.454751,0.35225,0.355072,0.298237,0.262746,0.314291,0.29038,0.336673,0.25592,0.273144,0.333745,0.328167,0.142863,0.346736,0.247667,0.342993,0.278769,0.569675,0.560197,0.508628,0.610535,0.500841,0.585232,0.505754,0.502814,0.533638,0.536244,0.270891,0.56777,0.440807,0.584912,0.474609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.410478,0.536878,0.582623,0.387907,0.166223,0.320997,0.351111,0.546741,0.278062,0.240576,0.042703,0.151845,0.119447,0.253845,0.154784,0.491033,0.645432,0.690406,0.468337,0.205387,0.387271,0.429078,0.629986,0.35285,0.292579,0.056277,0.188811,0.146685,0.307972,0.188422,0.416775,0.46961,0.428212,0.425374,0.2213,0.372965,0.356086,0.459148,0.316351,0.271952,0.066972,0.208848,0.167275,0.316877,0.206716,0.695571,0.714379,0.663663,0.658096,0.512218,0.615247,0.56664,0.690974,0.586814,0.555744,0.235333,0.549178,0.465081,0.580328,0.491913,0.365024,0.492059,0.568434,0.426329,0.133923,0.347137,0.294443,0.511532,0.249788,0.225157,0.044152,0.203081,0.090219,0.256613,0.131105,0.442818,0.60114,0.682085,0.513728,0.162501,0.419849,0.369829,0.595498,0.302475,0.273631,0.055291,0.243016,0.10699,0.310371,0.157022,0.374839,0.395774,0.394741,0.424041,0.199648,0.382166,0.312123,0.393889,0.299785,0.260139,0.076171,0.274796,0.143822,0.320563,0.191812,0.639797,0.659949,0.636584,0.658023,0.465973,0.613389,0.522199,0.613079,0.57131,0.511876,0.211071,0.556925,0.365003,0.577769,0.440073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5447,0.44939,0.390193,0.361292,0.311329,0.401645,0.311593,0.42029,0.429044,0.388093,0.112681,0.311241,0.25835,0.352201,0.300979,0.640062,0.547311,0.458027,0.455908,0.391264,0.481871,0.381669,0.512105,0.518506,0.470157,0.156263,0.39396,0.329685,0.438542,0.375014,0.454041,0.355838,0.294418,0.338244,0.363641,0.394415,0.274764,0.346687,0.4144,0.376817,0.149646,0.362581,0.314884,0.379525,0.348582,0.707276,0.617992,0.626371,0.587886,0.618646,0.628228,0.480911,0.63118,0.656107,0.629903,0.321384,0.633705,0.567605,0.635991,0.60495,0.492627,0.479568,0.475333,0.448237,0.225674,0.402097,0.302799,0.459527,0.366959,0.328768,0.090064,0.327634,0.158353,0.365141,0.222082,0.578901,0.567251,0.553425,0.531287,0.286681,0.476791,0.365268,0.532803,0.442569,0.397539,0.122651,0.397932,0.198554,0.442308,0.274851,0.426479,0.346959,0.320579,0.37729,0.288682,0.373026,0.277793,0.335424,0.375158,0.328801,0.128003,0.377949,0.218313,0.379431,0.277221,0.662004,0.567783,0.523948,0.614935,0.530344,0.587501,0.483774,0.536373,0.59303,0.562155,0.277032,0.629769,0.459691,0.611057,0.515745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.52014,0.445522,0.390714,0.381212,0.28926,0.423985,0.324372,0.445593,0.390431,0.37648,0.097165,0.29423,0.242476,0.346294,0.277857,0.618081,0.535963,0.462112,0.504281,0.344618,0.519403,0.40821,0.553418,0.451791,0.442771,0.11498,0.351526,0.28517,0.437574,0.327755,0.417847,0.325566,0.265897,0.335824,0.356821,0.403835,0.272908,0.330196,0.379812,0.361318,0.158205,0.361421,0.316648,0.377423,0.34356,0.6917,0.634186,0.541671,0.634561,0.651854,0.666674,0.517898,0.636754,0.627404,0.646054,0.59608,0.659418,0.636723,0.662244,0.624949,0.46443,0.473724,0.4877,0.456385,0.203277,0.422883,0.313139,0.498577,0.325438,0.314049,0.074775,0.299166,0.144718,0.341071,0.200879,0.523623,0.54158,0.552109,0.543963,0.228128,0.481926,0.3725,0.564902,0.363648,0.35587,0.084558,0.336358,0.164588,0.388393,0.225484,0.400174,0.329903,0.310172,0.382044,0.280139,0.386414,0.28412,0.33932,0.337052,0.318655,0.127074,0.357496,0.219997,0.368465,0.269161,0.629184,0.575684,0.56479,0.637971,0.544547,0.617906,0.4915,0.591229,0.558666,0.575213,0.384938,0.605825,0.483052,0.61069,0.517836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.393763,0.57214,0.595181,0.428204,0.159476,0.330142,0.389251,0.553019,0.273106,0.221355,0.039106,0.14168,0.107107,0.265115,0.144448,0.455615,0.650715,0.684384,0.485489,0.191507,0.380387,0.444375,0.621195,0.324509,0.257151,0.046094,0.171258,0.129629,0.306786,0.17287,0.386253,0.473582,0.435864,0.435912,0.199944,0.364021,0.375753,0.457307,0.297311,0.246443,0.057975,0.184005,0.145459,0.307306,0.185018,0.644334,0.721043,0.700302,0.67242,0.520785,0.60299,0.590374,0.693314,0.590677,0.566269,0.372145,0.52153,0.484193,0.568874,0.503637,0.320067,0.524514,0.554444,0.458861,0.114092,0.339195,0.331722,0.478383,0.231373,0.184819,0.036467,0.168436,0.072361,0.241482,0.107996,0.377104,0.600521,0.626811,0.513663,0.138718,0.383462,0.380094,0.541452,0.280605,0.215076,0.043678,0.202306,0.089128,0.281467,0.131592,0.342025,0.425597,0.422999,0.442212,0.15727,0.367728,0.338975,0.396532,0.271825,0.220037,0.056995,0.221627,0.106945,0.287902,0.15079,0.593926,0.672767,0.684268,0.665958,0.40556,0.585493,0.544872,0.623746,0.52889,0.478433,0.218047,0.496529,0.330655,0.533792,0.382482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.435433,0.537724,0.535578,0.462449,0.195438,0.389512,0.393864,0.572582,0.308596,0.259634,0.049235,0.176754,0.136454,0.309251,0.178724,0.519022,0.614249,0.655013,0.564331,0.229163,0.46158,0.46097,0.689751,0.361502,0.307899,0.057561,0.204214,0.15638,0.377912,0.210318,0.402485,0.44351,0.384637,0.462584,0.235655,0.410429,0.377051,0.452737,0.321713,0.269878,0.069878,0.215524,0.172505,0.351683,0.2179,0.651394,0.690499,0.654388,0.69343,0.505839,0.657699,0.593375,0.699415,0.575789,0.572141,0.323129,0.529653,0.454066,0.613643,0.480411,0.396779,0.490037,0.557524,0.472774,0.152033,0.395382,0.323543,0.540216,0.276023,0.243766,0.049877,0.228244,0.101183,0.290922,0.14753,0.46671,0.556104,0.634483,0.579605,0.190255,0.479215,0.39011,0.63138,0.32488,0.294691,0.06296,0.281548,0.126968,0.363448,0.185574,0.387255,0.404373,0.402444,0.456794,0.200371,0.409525,0.33177,0.411066,0.30715,0.262884,0.074051,0.277832,0.140923,0.335038,0.193317,0.61093,0.642779,0.621742,0.675605,0.442844,0.625977,0.511443,0.626806,0.5207,0.515027,0.258823,0.522459,0.354451,0.564582,0.41719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.362094,0.499621,0.4904,0.391058,0.158485,0.323638,0.353203,0.497409,0.25454,0.206654,0.035805,0.14368,0.107998,0.251998,0.138678,0.440424,0.591957,0.61495,0.465612,0.202447,0.384916,0.423954,0.597542,0.321554,0.274873,0.046848,0.185327,0.150792,0.303251,0.183343,0.334734,0.394876,0.351148,0.382616,0.204098,0.345789,0.331785,0.391533,0.273837,0.231628,0.061874,0.193768,0.156611,0.290803,0.186922,0.553252,0.617805,0.589592,0.58494,0.52655,0.598571,0.538553,0.638767,0.533707,0.550975,0.341968,0.555308,0.492052,0.545362,0.505979,0.301577,0.465341,0.498416,0.397719,0.107853,0.316209,0.287583,0.455339,0.208843,0.16649,0.031462,0.166723,0.068171,0.221802,0.099587,0.364946,0.535672,0.586337,0.471492,0.132078,0.369404,0.344681,0.54816,0.248885,0.214039,0.038714,0.204471,0.087738,0.267533,0.126597,0.301114,0.353324,0.351422,0.376253,0.157929,0.340403,0.298362,0.349958,0.249533,0.200466,0.058375,0.218633,0.113013,0.267177,0.148928,0.531937,0.571092,0.60776,0.586809,0.494072,0.58775,0.504484,0.620544,0.503323,0.504128,0.278132,0.530369,0.419065,0.549995,0.452021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.439441,0.518605,0.566816,0.391552,0.191633,0.360376,0.356309,0.57217,0.301542,0.268338,0.04962,0.177958,0.142832,0.275434,0.177961,0.515209,0.584453,0.649685,0.471827,0.240704,0.445134,0.415207,0.670752,0.361543,0.326443,0.064829,0.223857,0.183214,0.34059,0.224567,0.418783,0.43165,0.396642,0.402173,0.255692,0.395253,0.341933,0.443351,0.336848,0.299911,0.082402,0.246359,0.206347,0.331521,0.242254,0.680605,0.67318,0.667156,0.64997,0.574105,0.658135,0.565931,0.689716,0.604128,0.604885,0.317971,0.625175,0.545023,0.6119,0.544574,0.384257,0.485698,0.572788,0.420349,0.144515,0.368547,0.29438,0.546113,0.265473,0.238824,0.047571,0.217967,0.097928,0.267499,0.141031,0.456184,0.558001,0.647157,0.516072,0.180441,0.45667,0.359293,0.630028,0.318431,0.289493,0.06038,0.267518,0.123346,0.332991,0.177459,0.376691,0.38215,0.38679,0.404342,0.214188,0.381505,0.301794,0.389427,0.306506,0.271512,0.083906,0.290361,0.158532,0.324436,0.205801,0.622364,0.614344,0.649643,0.632928,0.510302,0.61626,0.517052,0.636426,0.556903,0.54892,0.264076,0.612735,0.433356,0.596983,0.480045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.457788,0.470989,0.505195,0.350909,0.207132,0.363383,0.333855,0.47473,0.332504,0.303019,0.069111,0.213461,0.173411,0.275034,0.202414,0.546399,0.55596,0.625918,0.41453,0.281663,0.454515,0.408232,0.567799,0.427098,0.402865,0.10151,0.30873,0.260265,0.337805,0.27955,0.360084,0.323219,0.294862,0.310341,0.308196,0.348211,0.275331,0.31411,0.331267,0.320392,0.156959,0.324122,0.284393,0.323793,0.303497,0.66622,0.675708,0.675171,0.638328,0.610813,0.65764,0.574992,0.67379,0.61665,0.63253,0.433909,0.660474,0.586749,0.62204,0.601008,0.438985,0.483264,0.525884,0.442536,0.176807,0.407481,0.31189,0.518239,0.307642,0.283373,0.064808,0.266461,0.126426,0.312385,0.173993,0.51321,0.575098,0.610412,0.520892,0.233838,0.481632,0.373146,0.598968,0.366653,0.35301,0.084953,0.345334,0.176884,0.378563,0.227756,0.375666,0.315548,0.293143,0.354607,0.281884,0.369679,0.279347,0.313656,0.331481,0.31214,0.13125,0.348187,0.229811,0.356458,0.269867,0.633602,0.642238,0.593044,0.667787,0.529711,0.646215,0.54514,0.596201,0.542685,0.555512,0.292818,0.6052,0.462935,0.609859,0.505934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35032,0.481908,0.540325,0.4033,0.14535,0.303819,0.367653,0.520691,0.238323,0.20021,0.032855,0.126862,0.098936,0.243111,0.131906,0.429111,0.564316,0.676134,0.473477,0.173834,0.364647,0.434169,0.635114,0.285735,0.24883,0.041214,0.157612,0.123564,0.288559,0.157757,0.352435,0.430701,0.414096,0.412657,0.190563,0.338571,0.356633,0.443304,0.275579,0.232775,0.052665,0.16943,0.140436,0.285269,0.17762,0.611605,0.676762,0.690508,0.647913,0.451596,0.593267,0.571737,0.697149,0.550062,0.512425,0.201967,0.420405,0.382721,0.527811,0.430448,0.331579,0.45509,0.538053,0.433435,0.126636,0.347088,0.294704,0.499014,0.23203,0.200289,0.038689,0.188403,0.083363,0.248277,0.122443,0.389736,0.532767,0.635397,0.520426,0.142245,0.407556,0.350539,0.597997,0.265425,0.23019,0.043004,0.217993,0.091381,0.29107,0.137429,0.327958,0.37784,0.387534,0.410585,0.176147,0.367338,0.309911,0.381034,0.271815,0.227614,0.063223,0.236006,0.125387,0.289385,0.169369,0.552994,0.591284,0.622898,0.623916,0.366444,0.596569,0.498105,0.619445,0.482669,0.442217,0.164491,0.438391,0.286748,0.485281,0.344074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.449368,0.441001,0.465098,0.329579,0.218634,0.348272,0.304562,0.463469,0.331071,0.319612,0.074955,0.228801,0.188902,0.267948,0.213315,0.540886,0.54703,0.591687,0.402012,0.28316,0.42682,0.379955,0.587603,0.415661,0.412995,0.117389,0.316256,0.25791,0.326591,0.276371,0.396987,0.358357,0.322925,0.337596,0.28737,0.364448,0.289227,0.370363,0.341067,0.331273,0.134071,0.29874,0.259087,0.31886,0.279977,0.673053,0.640072,0.619807,0.648611,0.585434,0.635611,0.56003,0.667357,0.606801,0.638689,0.522112,0.610321,0.580215,0.619921,0.580664,0.399059,0.414059,0.473242,0.379447,0.175967,0.36189,0.267687,0.485388,0.276783,0.279662,0.065454,0.25891,0.132879,0.281917,0.173521,0.479617,0.499416,0.568266,0.462267,0.228686,0.436486,0.33102,0.583105,0.337935,0.345961,0.0891,0.327314,0.176922,0.349355,0.225453,0.369421,0.327077,0.324185,0.362829,0.262783,0.363226,0.269712,0.345177,0.311678,0.308085,0.124005,0.329414,0.214038,0.336745,0.253921,0.616476,0.574886,0.589891,0.660598,0.52395,0.627952,0.49872,0.60574,0.545285,0.570373,0.362101,0.570192,0.456361,0.604033,0.505399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.501886,0.45453,0.412968,0.357692,0.269162,0.40328,0.314756,0.445939,0.377458,0.364586,0.095564,0.283754,0.234614,0.316303,0.261411,0.578866,0.531757,0.47008,0.426485,0.314159,0.474355,0.371142,0.529591,0.43022,0.427826,0.128789,0.338674,0.278753,0.37024,0.305119,0.414858,0.338406,0.281275,0.339955,0.33548,0.400213,0.277285,0.344425,0.363481,0.347397,0.154765,0.353271,0.301767,0.363998,0.322965,0.648661,0.568763,0.538858,0.578814,0.578328,0.638536,0.47966,0.656654,0.579265,0.60111,0.401628,0.630808,0.557275,0.606517,0.564575,0.43642,0.459886,0.488927,0.412933,0.192736,0.397083,0.292377,0.504769,0.302013,0.302023,0.074237,0.284227,0.145985,0.309564,0.190639,0.494158,0.527744,0.564432,0.462548,0.227008,0.44624,0.335377,0.573008,0.337434,0.35185,0.099153,0.329001,0.181092,0.348469,0.226268,0.380987,0.323093,0.30866,0.372111,0.269701,0.376756,0.279689,0.336305,0.315109,0.301091,0.131314,0.342279,0.218508,0.35079,0.260538,0.615739,0.562044,0.579484,0.630193,0.531756,0.615223,0.488873,0.609703,0.549813,0.55044,0.344149,0.571458,0.467292,0.592707,0.505756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39781,0.517448,0.55626,0.39147,0.174045,0.339525,0.356596,0.547833,0.276369,0.241154,0.043814,0.162484,0.130819,0.258816,0.160951,0.474692,0.598865,0.658508,0.451694,0.215349,0.413648,0.423205,0.64801,0.330713,0.306355,0.059439,0.213507,0.172727,0.307132,0.19802,0.374263,0.434043,0.409641,0.399852,0.217805,0.364853,0.347652,0.438251,0.295917,0.255175,0.066079,0.20663,0.170513,0.303891,0.202914,0.641698,0.6867,0.695045,0.636619,0.531037,0.675698,0.55997,0.704891,0.572181,0.580827,0.336429,0.575043,0.50593,0.595158,0.50377,0.353673,0.460838,0.540307,0.407142,0.15045,0.362829,0.297641,0.527706,0.24835,0.225497,0.050317,0.221367,0.108888,0.264631,0.145479,0.422878,0.540955,0.62323,0.483422,0.190414,0.434549,0.346015,0.623482,0.295945,0.280239,0.065959,0.278591,0.141683,0.321782,0.184068,0.35511,0.378826,0.386145,0.39066,0.20049,0.378364,0.306808,0.395619,0.291924,0.25152,0.077733,0.271459,0.149731,0.311884,0.192404,0.599946,0.610947,0.636481,0.620813,0.459353,0.628694,0.509569,0.652905,0.531084,0.526846,0.255007,0.555708,0.37272,0.569404,0.433028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
